rowindex,contract,price_crossing,price_distortion,roll_start,roll_heart,near_minus_next,ctd_last_first,ctd1_percent,delivery_cost,delivery_ratio,squeeze
225,TYH87 Comdty,1,0.193078309,0.055194498,0.550528178,1,0.170279483,0.600995973,1,0.552106923,TRUE
226,TYM87 Comdty,0.033482228,0.94449719,0.130394643,0.773628245,1,0.090029307,0.01785697,0.193306644,1,TRUE
227,TYU87 Comdty,1,0.045322668,0.886096505,0.893731768,0.093332244,1,0.15369462,1,0.570338803,TRUE
228,TYZ87 Comdty,0.029677379,0.038695306,0.042095529,0.12709772,1,1,0.052498301,0.022029005,0.022655099,FALSE
229,TYH88 Comdty,0.019833058,0.039513208,0.03694464,1,0.05051072,1,1,0.077144534,0.585160078,TRUE
230,TYM88 Comdty,0.176815873,0.635157263,0.177037934,0.644468832,1,1,0.853272842,0.763292975,0.126776174,FALSE
231,TYU88 Comdty,0.589601954,0.089978487,0.022923199,0.01101764,0.040677499,1,1,0.122692858,0.603217816,TRUE
232,TYZ88 Comdty,1,0.158127505,1,1,0.181805985,0.168112755,0.064587875,0.131727883,0.006277951,TRUE
233,TYH89 Comdty,0.879680324,0.853922918,0.184413688,0.109488594,0.559210715,0.167846681,0.158343816,0.151770151,0.186335681,TRUE
234,TYM89 Comdty,0.71307893,0.103148484,1,0.024496671,0.832275381,0.755906626,1,0.845172322,0.060071223,FALSE
235,TYU89 Comdty,0.053915815,0.089315877,1,1,0.061328354,1,0.169002636,0.087171427,0.168208933,FALSE
236,TYZ89 Comdty,0.974084045,0.196396956,0.110256487,0.155105737,1,0.791762415,1,0.735413812,0.703312911,TRUE
237,TYH90 Comdty,0.966492891,1,0.12619925,0.141972108,1,0.03076446,0.092703787,0.616194763,0.608448813,TRUE
238,TYM90 Comdty,1,1,0.136147178,0.127766338,0.056540028,1,0.110061366,0.561057646,0.057142615,FALSE
239,TYU90 Comdty,0.10267684,1,0.169320819,0.785255719,0.967122981,0.048158476,0.051403572,0.881158571,0.051897509,FALSE
240,TYZ90 Comdty,1,0.04249876,1,0.05037393,0.947702576,1,0.156981161,1,0.035139305,TRUE
241,TYH91 Comdty,0.166528644,1,0.144305284,0.06503755,0.072361682,0.186250312,0.157967023,1,0.072837888,FALSE
242,TYM91 Comdty,0.820931377,0.587601415,1,0.770458861,0.149743775,1,0.177152719,1,0.188060402,FALSE
243,TYU91 Comdty,1,0.136560834,0.156055281,0.084397172,0.030026982,1,0.128031408,1,1,TRUE
244,TYZ91 Comdty,0.167489779,0.000189787,1,0.703500725,1,0.071244019,1,0.64423961,1,TRUE
245,TYH92 Comdty,1,0.921256033,0.658632555,1,1,0.03940886,0.159319892,0.041600072,0.577983754,TRUE
246,TYM92 Comdty,0.843728255,0.059771984,0.004135357,1,1,0.154064848,0.56956509,1,1,FALSE
247,TYU92 Comdty,0.701559814,0.094814123,0.04738516,1,0.042073121,0.825997447,1,0.185170727,0.013742203,TRUE
248,TYZ92 Comdty,0.153608592,0.561308416,0.642336926,0.745128223,0.68459299,0.987254878,0.092422913,0.130489319,1,TRUE
249,TYH93 Comdty,0.612541269,0.194849986,0.047873172,0.127037982,0.097271284,0.124903007,0.08058504,0.181137454,1,TRUE
250,TYM93 Comdty,1,1,1,1,1,1,0.088225836,1,0.910182559,FALSE
251,TYU93 Comdty,0.563114014,0.844381424,1,0.05821651,1,0.029362839,1,0.137847982,0.120867131,TRUE
252,TYZ93 Comdty,0.15460691,0.092491277,0.155820872,1,1,0.145342271,0.096557665,0.11372254,1,FALSE
253,TYH94 Comdty,1,0.072318724,0.746089909,1,1,0.046605377,0.076466758,0.74411558,0.675078058,FALSE
254,TYM94 Comdty,0.957306484,0.031520043,1,1,0.762442224,0.088813652,1,0.106643442,1,FALSE
255,TYU94 Comdty,0.058458016,0.051611261,0.05605121,1,0.167084242,0.863480282,0.049935539,0.089261363,1,FALSE
256,TYZ94 Comdty,0.01206478,1,1,0.818641426,0.850441637,0.187367814,1,0.023667422,0.08217228,FALSE
257,TYH95 Comdty,0.586526292,1,1,0.016044549,0.125538939,0.073794391,0.018768897,0.050568597,0.095211138,FALSE
258,TYM95 Comdty,0.012535507,0.856468007,0.127270296,0.189900298,0.026197105,0.59209818,0.116921822,0.081264475,0.78941743,FALSE
259,TYU95 Comdty,1,0.604202286,0.678731569,1,1,0.186865529,0.151591726,0.17789385,0.037423184,TRUE
260,TYZ95 Comdty,0.628503688,0.164320345,1,0.840926208,0.089746787,0.049630286,0.093433144,0.190620461,1,FALSE
261,TYH96 Comdty,0.137961844,1,0.112827464,0.070333704,1,0.788205516,1,0.754659209,0.09147859,TRUE
262,TYM96 Comdty,0.066381706,0.008436598,1,0.860384028,1,0.91652332,0.019960871,1,0.781904912,FALSE
263,TYU96 Comdty,0.034852912,0.121972731,0.118698792,0.199195831,0.159246295,0.008316218,0.64554957,1,1,FALSE
264,TYZ96 Comdty,1,0.829397103,0.917338499,1,1,0.638598606,0.619138231,0.056639121,1,TRUE
265,TYH97 Comdty,1,0.094427223,0.156724619,0.854205544,1,1,1,0.105962181,0.065050493,FALSE
266,TYM97 Comdty,3.85025E-05,0.072748154,0.153419406,0.793683064,0.789276196,0.042357026,0.176416305,1,0.936419507,FALSE
267,TYU97 Comdty,1,1,0.17743599,0.720442863,0.155244832,0.175376806,1,0.600282563,0.165760288,TRUE
268,TYZ97 Comdty,0.793132241,0.615346403,0.161463176,0.038183837,0.916558951,0.5910964,0.039528718,0.682433109,1,TRUE
269,TYH98 Comdty,1,0.122079499,1,0.087110063,0.101745654,0.162943056,0.107794665,0.588005646,1,TRUE
270,TYM98 Comdty,1,0.115036474,0.958045066,0.149450151,0.90912432,0.085689098,0.132385726,0.136847624,0.128249765,TRUE
271,TYU98 Comdty,0.952475234,0.168722714,0.179280006,0.151468353,0.109789393,0.138805488,0.067153057,0.164949077,1,FALSE
272,TYZ98 Comdty,0.663221916,0.16242255,1,0.183833358,0.076441186,0.169235962,0.716258862,0.163705843,1,FALSE
273,TYH99 Comdty,0.95791533,0.163456846,0.195423696,1,0.015116467,1,1,0.774255955,0.148935335,TRUE
274,TYM99 Comdty,0.163015599,0.658683878,0.104898186,1,0.09091973,0.127588387,0.029710029,1,1,TRUE
275,TYU99 Comdty,0.009665189,0.780268829,0.094954888,0.892728266,0.178354276,1,1,0.016849836,0.058080497,FALSE
276,TYZ99 Comdty,0.162142039,0.023424191,1,0.822918066,1,0.039738356,0.022422069,1,0.163373096,TRUE
277,TYH00 Comdty,0.613364783,0.091997714,0.194013997,1,0.699679912,0.040773778,0.195944944,0.022534124,0.699128288,FALSE
278,TYM00 Comdty,0.001322491,0.030611956,1,0.186202918,0.969035272,0.601468139,0.036671653,1,0.151164665,TRUE
279,TYU00 Comdty,0.037334015,1,0.183062172,0.108097902,0.69649326,0.110129501,0.994752984,0.135092531,0.682349852,FALSE
280,TYZ00 Comdty,0.136453243,0.591869049,0.697880384,0.585950606,0.076042584,0.55936813,0.191528406,0.969480322,0.837197913,TRUE
281,TYH01 Comdty,0.072660872,0.077497937,1,1,0.081199463,0.00512273,1,0.920166149,0.012187586,FALSE
282,TYM01 Comdty,1,0.83266572,0.036426777,0.036767081,0.779753974,0.008354519,1,0.585972964,1,TRUE
283,TYU01 Comdty,0.627321144,1,1,1,1,0.967253371,0.125802044,0.869240017,0.070355376,FALSE
284,TYZ01 Comdty,0.046249227,1,0.011705972,0.135979994,0.023803518,0.146254009,0.835481417,1,0.18935049,TRUE
285,TYH02 Comdty,0.012669706,0.114853361,0.699637741,0.749075791,0.821321002,1,0.15804062,0.079350735,1,TRUE
286,TYM02 Comdty,0.027957592,0.19298035,0.734531928,1,0.860835767,0.108113001,0.151962681,0.084540859,1,TRUE
287,TYU02 Comdty,0.029204536,0.750080671,1,0.135372842,0.632529036,1,0.086603553,0.796741097,0.754179609,TRUE
288,TYZ02 Comdty,0.072602731,0.007636349,0.197433637,1,0.007004844,0.046560775,0.556219997,0.580878035,0.938152725,FALSE
289,TYH03 Comdty,1,0.02831158,0.030378897,1,1,1,0.112751995,1,0.071205633,FALSE
290,TYM03 Comdty,1,1,1,0.073548225,0.085010874,0.082612463,0.616423188,1,0.11182613,FALSE
291,TYU03 Comdty,0.161262307,0.05781971,0.126969316,0.558623967,0.559859353,0.059480213,0.006387437,0.172793996,0.010633745,FALSE
292,TYZ03 Comdty,0.725522464,0.982550661,1,0.116284936,1,0.173728649,0.612616848,0.192175273,0.060342486,TRUE
293,TYH04 Comdty,0.059160614,0.08660729,0.881839184,0.005467226,1,1,0.850254293,0.174712058,0.071603939,FALSE
294,TYM04 Comdty,0.635177296,0.949690983,0.08115603,1,0.144043769,0.000109387,0.184983895,1,0.130730245,TRUE
295,TYU04 Comdty,0.156909765,1,0.611051841,0.136760602,0.793468337,0.580032126,1,0.176533238,0.15246851,FALSE
296,TYZ04 Comdty,0.129408703,0.16877824,0.150971711,0.814689172,0.192733289,0.005624079,1,1,0.188834141,FALSE
297,TYH05 Comdty,0.673148694,1,0.575359788,1,0.187634443,0.096150113,1,0.11016013,0.199275248,FALSE
298,TYM05 Comdty,1,1,0.096658719,1,0.050873341,0.160265384,1,0.651185028,0.090648677,FALSE
299,TYU05 Comdty,0.096449826,0.197635798,0.16844111,0.744429483,0.172536641,1,1,0.010508958,0.704355111,TRUE
300,TYZ05 Comdty,0.716867162,0.16623268,0.124084948,0.048977543,0.102103375,0.091248126,0.105282187,0.178061747,1,FALSE
301,TYH06 Comdty,0.06535812,1,1,1,0.646306938,1,0.116957484,0.89075413,1,TRUE
302,TYM06 Comdty,0.061771951,1,0.084109028,0.181092272,1,0.195477565,0.073146144,1,0.03536929,TRUE
303,TYU06 Comdty,0.144186112,0.140100061,0.902631784,0.181246595,0.974739298,1,1,0.064457845,0.929033222,TRUE
304,TYZ06 Comdty,0.665653966,0.128470176,0.002927115,0.168324489,1,0.800953116,0.073393688,1,0.115750946,FALSE
305,TYH07 Comdty,0.573891916,0.025103333,0.57214501,0.139530808,0.154807809,0.198494313,1,0.158669761,0.814703606,TRUE
306,TYM07 Comdty,0.62858262,0.1149197,0.847676595,0.829488073,1,1,0.011378278,0.056811277,0.110023334,TRUE
307,TYU07 Comdty,0.053053423,0.143673905,0.198355178,0.100984395,0.751684746,1,1,0.088331031,0.74863956,TRUE
308,TYZ07 Comdty,1,0.186852344,0.016457082,0.160903801,0.11985368,0.177215078,0.068586743,1,1,TRUE
309,TYH08 Comdty,0.934515438,0.932972902,0.55516239,0.071884691,0.626690835,1,0.116511492,0.118344465,1,TRUE
310,TYM08 Comdty,0.036111954,0.758395257,0.132047391,1,0.644024428,0.601691242,0.1871371,1,0.015519846,TRUE
311,TYU08 Comdty,1,1,0.170591945,0.181180588,0.166155238,0.650085803,0.67835717,0.805559614,0.963360064,FALSE
312,TYZ08 Comdty,0.029960143,0.841230705,0.056719414,0.077754095,0.175536641,0.06178813,1,1,0.868113546,FALSE
313,TYH09 Comdty,0.017922265,0.036228652,0.120830811,0.1779108,0.151992751,0.161039044,0.878196862,1,1,TRUE
314,TYM09 Comdty,1,0.196467472,0.003857475,1,0.034011282,1,0.055748709,0.84369973,0.102101957,TRUE
315,TYU09 Comdty,0.03279242,0.068420289,0.606243424,0.743329568,0.119603778,0.039232907,0.920986401,1,0.04213417,FALSE
316,TYZ09 Comdty,0.002683223,0.197393572,0.013020801,0.171995482,1,1,1,0.635598841,0.190908856,TRUE
317,TYH10 Comdty,0.724924791,0.101924658,0.003079785,0.018830038,0.683644114,0.035467608,0.15824781,0.790711148,1,TRUE
318,TYM10 Comdty,0.694273475,0.183944825,1,0.187291474,0.097605569,0.197561913,0.036436648,1,0.197914385,TRUE
319,TYU10 Comdty,0.086555285,1,1,1,0.169555802,0.939619181,1,0.127563794,1,TRUE
320,TYZ10 Comdty,0.720893743,1,0.963608966,0.894980044,0.111319049,0.59516469,0.181010019,0.088241027,0.112656456,FALSE
321,TYH11 Comdty,0.080911533,0.062332315,0.12729968,0.912632488,0.198885355,0.188171034,0.962517175,0.762367001,0.833833564,TRUE
322,TYM11 Comdty,0.052491942,0.174478459,1,0.051849242,0.072739404,0.710482498,0.991703148,0.140575089,0.070444549,FALSE
323,TYU11 Comdty,1,1,0.962774465,0.96113654,0.189949325,1,1,0.710574324,0.131202084,FALSE
324,TYZ11 Comdty,0.77712305,0.139796134,0.019299175,0.554968861,0.759540665,0.102452427,0.045421941,0.195798907,0.041602884,TRUE
325,TYH12 Comdty,0.171680677,0.586217845,0.054690791,1,0.858214444,0.729051685,0.125222364,0.113171676,1,TRUE
326,TYM12 Comdty,0.891769289,0.094009987,0.060708832,0.847049549,0.130485659,1,0.185345762,0.983739676,0.066640506,FALSE
327,TYU12 Comdty,0.663840386,0.021982269,0.085384295,0.05592816,0.007205643,0.642201623,0.095587709,1,0.029632559,TRUE
328,TYZ12 Comdty,0.118124956,1,0.747829632,0.151035231,0.145535616,0.145167573,0.101937978,0.036919449,1,FALSE
329,TYH13 Comdty,0.740514144,1,0.581634149,1,0.010806355,0.884613237,0.08334063,1,0.157299445,FALSE
330,TYM13 Comdty,1,0.798101906,1,0.981366204,0.082317267,1,0.111873886,0.140020197,1,TRUE
331,TYU13 Comdty,1,0.061623018,0.925457559,0.939662919,1,0.046532802,0.580063374,0.105603666,0.969904699,FALSE
332,TYZ13 Comdty,1,0.128285493,0.115545026,1,1,0.086046821,0.167185535,0.043395271,0.6665587,FALSE
333,TYH14 Comdty,1,1,0.134304315,1,0.096173717,0.79052345,0.91427781,0.597660589,0.14627507,FALSE
334,TYM14 Comdty,0.046993585,0.145783062,1,0.992596283,0.097963599,1,0.011998715,0.034415409,0.183623018,FALSE
335,TYU14 Comdty,0.762606753,0.891464678,0.093841598,0.092316474,1,0.133782575,0.142961219,0.06025697,1,TRUE
336,TYZ14 Comdty,1,0.188442532,1,1,1,0.181679298,1,0.045820875,0.117055168,TRUE
337,TYH15 Comdty,0.153249414,1,0.18227135,0.899560758,1,0.021992211,0.195454564,0.011532948,1,TRUE
338,TYM15 Comdty,0.119707783,1,0.103850617,0.161284475,0.192245391,0.019428221,0.15619017,0.058066089,1,FALSE
339,TYU15 Comdty,0.115143039,0.16049353,0.841869486,0.571069592,1,0.077051993,1,0.046815492,0.910125949,FALSE
340,TYZ15 Comdty,0.116522534,0.004805041,0.165408171,0.199573281,1,1,0.076666455,0.180850918,0.143579049,FALSE
341,TYH16 Comdty,0.045659027,0.189210141,1,0.08934814,0.551138774,1,1,1,0.028559853,FALSE
342,TYM16 Comdty,1,0.593032598,0.110903536,0.098392758,0.956601115,0.575939855,1,0.141634452,0.706378097,TRUE
343,TYU16 Comdty,0.078393411,0.115103678,0.077298489,0.097850815,0.047379577,0.032990963,0.839240259,1,0.013697609,FALSE
344,TYZ16 Comdty,0.015877284,0.054548539,0.171445711,0.984461043,0.014999922,0.851956786,0.171773269,1,1,FALSE
345,TYH17 Comdty,1,0.133929852,0.95914949,1,0.067084488,0.070917118,0.149575963,1,0.000932254,FALSE
346,TYM17 Comdty,0.90153852,0.118229535,0.029679158,0.718932273,0.184498075,0.12972498,0.187838448,0.083255293,1,FALSE
347,TYU17 Comdty,0.061922821,1,0.863376534,0.118993487,0.084949035,1,0.019145041,1,1,TRUE
348,TYZ17 Comdty,0.641494298,1,0.568296059,0.889774869,0.095856975,0.187104859,0.179312206,0.067168641,0.608930628,TRUE
349,TYH18 Comdty,0.124698304,1,0.066796108,0.08671167,0.056832125,1,0.005459842,1,0.09505753,TRUE
350,TYM8 Comdty,0.047101732,0.078842347,0.066266192,0.064251722,1,0.067672549,1,0.168995372,1,TRUE
351,TYU8 Comdty,0.176984826,0.141170186,1,0.081721931,1,1,1,0.152394561,1,TRUE
352,TYZ8 Comdty,1,0.00628165,0.635164539,0.822316705,0.011221802,0.0973814,0.113302247,0.063808981,0.934783109,TRUE
353,TYH9 Comdty,0.639654019,0.644675321,0.00022036,0.050970047,0.154956686,0.083013605,0.110700685,0.004206278,0.139197411,TRUE
354,TYM9 Comdty,0.561756237,0.162510992,0.156744812,1,1,0.99781648,1,0.701283232,1,TRUE
355,TYU9 Comdty,1,0.91811623,1,0.695052241,0.104352685,1,0.011288446,0.127200271,0.069170943,TRUE
356,USH85 Comdty,0.194403785,0.055272996,0.174367687,0.624896407,0.13179865,1,0.990187512,0.059352365,0.814437193,TRUE
357,USM85 Comdty,0.732333117,0.570438829,0.839101683,0.887102592,0.028029829,0.170272947,0.114770005,1,0.189259658,TRUE
358,USU85 Comdty,0.148864805,0.05884171,1,1,0.122881212,1,1,1,0.959143423,TRUE
359,USZ85 Comdty,0.663216187,0.136385963,1,1,0.121901975,0.035785312,0.012757507,0.551413832,0.173680149,FALSE
360,USH86 Comdty,1,1,0.615332147,0.089340333,1,1,0.075325433,0.190441919,0.756287246,TRUE
361,USM86 Comdty,1,1,0.178733525,1,0.851975258,0.083099432,0.637875505,0.059934895,0.024872976,FALSE
362,USU86 Comdty,0.009375906,0.185896171,0.04578703,0.93479079,1,0.015729609,0.593320597,0.097852013,0.110434161,FALSE
363,USZ86 Comdty,0.183422855,1,1,1,0.16104281,1,0.180784941,0.041070204,0.58487588,FALSE
364,USH87 Comdty,0.043154134,0.025606058,0.194320994,0.021508739,0.028860559,1,0.086493655,0.943745445,0.060406134,FALSE
365,USM87 Comdty,1,1,0.082384736,0.11436704,0.018201151,0.019996553,0.631082288,0.011717878,0.04762928,FALSE
366,USU87 Comdty,0.038027672,0.056084305,0.141615371,0.18492696,1,0.091943364,0.1414267,0.151363092,1,FALSE
367,USZ87 Comdty,0.132581938,0.025022618,1,0.07854528,0.031559818,0.641001816,0.157355893,1,1,TRUE
368,USH88 Comdty,0.036402231,0.154646075,0.970969217,0.185645983,0.171120942,0.032993667,0.132404951,1,0.16446621,FALSE
369,USM88 Comdty,0.15767643,0.079645588,0.152513212,0.14406625,0.164695032,0.827553532,0.567527511,0.727719003,1,FALSE
370,USU88 Comdty,0.076604216,1,0.740582207,0.175406671,1,1,0.184960979,0.124599713,0.883374318,TRUE
371,USZ88 Comdty,1,1,0.810246094,0.090394078,1,1,0.163241422,1,0.156282485,FALSE
372,USH89 Comdty,1,0.738413461,1,0.029213082,0.183372038,0.908861743,0.801646975,0.065409825,0.154649717,FALSE
373,USM89 Comdty,1,1,0.697684482,1,1,0.179464304,0.700057112,0.552699894,0.657837652,FALSE
374,USU89 Comdty,0.110706044,0.090472862,1,0.913784108,0.05552136,0.974152387,0.136005319,1,0.136418204,FALSE
375,USZ89 Comdty,0.093892774,0.012383673,1,1,0.021545567,0.858108507,0.132596669,0.754596378,1,FALSE
376,USH90 Comdty,1,0.137893363,0.195565472,0.018639948,0.651892576,0.03151772,0.199977464,1,0.138137964,TRUE
377,USM90 Comdty,1,0.997061429,0.793802474,0.142754244,0.970104957,0.053122922,0.11525602,0.065922247,1,FALSE
378,USU90 Comdty,0.55665569,0.676674966,0.003701106,0.15774165,0.126758088,0.062707283,0.13742778,0.067516276,0.777786584,TRUE
379,USZ90 Comdty,0.925112028,0.084630946,0.142561289,0.171155887,1,0.023905815,0.127720684,1,0.066599188,TRUE
380,USH91 Comdty,0.710419574,0.076325278,0.045431283,1,1,0.60230844,0.020619901,0.738547248,0.105248725,TRUE
381,USM91 Comdty,0.554849909,0.024792627,0.059052869,0.114669791,0.940486881,1,0.098222229,0.88375876,1,FALSE
382,USU91 Comdty,1,0.852073856,0.059699201,1,0.19530595,0.051295657,1,1,0.095843084,FALSE
383,USZ91 Comdty,0.134734391,0.056245952,0.085426334,0.072220379,1,0.876222965,0.092867296,1,1,TRUE
384,USH92 Comdty,0.655622085,1,0.029833065,0.180619911,1,1,0.026080589,0.628380705,0.160774833,FALSE
385,USM92 Comdty,0.097824701,0.637323166,0.768416668,1,1,0.978528255,0.940188806,0.092960962,1,TRUE
386,USU92 Comdty,0.88130643,0.156118993,1,0.10073256,0.59081639,0.055418943,1,1,0.196772488,FALSE
387,USZ92 Comdty,0.885014845,1,0.075362552,0.697799959,0.174306994,0.019565255,1,0.110001543,0.607399301,FALSE
388,USH93 Comdty,0.191108027,0.052596757,1,1,1,0.015921917,1,0.148039218,0.095978535,FALSE
389,USM93 Comdty,0.911133772,0.780638624,1,1,0.14412986,1,0.058630961,1,0.687030716,TRUE
390,USU93 Comdty,1,0.196639243,0.132168482,0.064559443,0.121944059,0.56109098,0.176071853,0.788264493,0.135480688,FALSE
391,USZ93 Comdty,1,1,0.010864297,0.178642192,0.198329325,0.910891733,1,0.598953239,0.003512314,FALSE
392,USH94 Comdty,0.176213643,0.861999821,0.015920699,1,1,0.97701954,0.181084216,1,1,FALSE
393,USM94 Comdty,0.632132149,0.195393516,0.112620803,0.016282829,0.127173968,0.641666993,0.651361103,0.089386288,0.126766679,TRUE
394,USU94 Comdty,0.087835067,1,1,1,1,1,1,0.172876473,0.139529522,FALSE
395,USZ94 Comdty,0.758983543,0.075836816,0.167373139,0.027199921,0.829682467,0.069407469,0.060767544,1,1,TRUE
396,USH95 Comdty,1,0.134068012,0.947929118,0.120934451,1,0.130404606,0.084389447,1,1,FALSE
397,USM95 Comdty,0.659731639,1,1,0.065641018,0.054570958,0.069157017,0.058768774,1,0.05017924,FALSE
398,USU95 Comdty,0.979544606,0.148270444,1,0.050975433,0.146095112,0.643179992,0.764141191,0.131873278,0.100734005,TRUE
399,USZ95 Comdty,0.850769488,0.092073219,0.068922567,0.185517942,0.730272757,0.115996717,0.726382932,0.15347791,0.016859169,FALSE
400,USH96 Comdty,0.139867086,0.105631235,0.790741999,0.748008583,0.175534633,0.192872602,0.642888794,0.191716248,1,TRUE
401,USM96 Comdty,0.071265883,0.553781226,0.032051984,0.12718295,0.132795415,1,0.750957746,0.639793204,0.822197754,TRUE
402,USU96 Comdty,0.019776352,0.115099721,1,1,0.092215863,1,0.686501202,1,0.190051107,FALSE
403,USZ96 Comdty,0.653316523,0.958910331,0.058514053,1,0.083182404,0.134769922,1,1,0.13732206,TRUE
404,USH97 Comdty,0.632181484,0.877189384,1,0.61997904,0.157945522,0.712818758,0.610856711,1,0.756718069,TRUE
405,USM97 Comdty,1,1,0.044338058,0.023525014,1,0.0863612,0.099390657,0.957965592,0.582743428,TRUE
406,USU97 Comdty,1,0.050330807,1,0.158384431,0.025921523,0.027509975,0.141795143,0.009907583,1,TRUE
407,USZ97 Comdty,0.021262692,0.052308305,1,0.78446315,0.177050129,0.125717863,0.03359052,0.078743774,1,FALSE
408,USH98 Comdty,0.062103342,1,1,0.831098598,0.11660776,0.034238091,0.025738074,0.147165626,0.909187343,TRUE
409,USM98 Comdty,1,0.181002066,1,0.570825047,0.57349776,0.704590351,1,1,0.111113394,TRUE
410,USU98 Comdty,1,0.020936723,0.789691411,0.153506042,0.846544182,1,0.732820056,1,0.15144099,FALSE
411,USZ98 Comdty,0.110965869,1,1,0.156321618,0.16457458,0.191249101,0.772027956,1,0.072284013,TRUE
412,USH99 Comdty,0.071509607,0.854212614,1,0.01240583,0.921103747,0.037226188,0.159371631,1,1,TRUE
413,USM99 Comdty,1,1,0.14377675,0.042774559,0.68494656,0.809707914,0.605814207,0.948979108,0.568609589,TRUE
414,USU99 Comdty,1,0.921790154,1,0.183762816,0.721663708,0.836874505,1,1,1,TRUE
415,USZ99 Comdty,1,1,0.022705847,1,0.144868275,0.107585355,0.097860733,0.03642384,0.089881212,FALSE
416,USH00 Comdty,0.174007759,0.03310623,1,1,0.870579653,0.955526184,0.135423593,1,0.96696578,TRUE
417,USM00 Comdty,0.188207788,1,1,1,0.144055073,0.154123043,0.029417911,0.716047899,1,TRUE
418,USU00 Comdty,1,1,0.046586702,0.06970105,1,0.007237707,1,0.175988942,0.101616998,FALSE
419,USZ00 Comdty,1,0.075893054,1,1,0.665146421,1,1,0.117081375,1,TRUE
420,USH01 Comdty,1,0.004150289,0.962815979,0.94205002,1,1,0.144003437,0.008216231,1,TRUE
421,USM01 Comdty,1,0.055509778,0.973459938,0.029842068,0.649343246,0.126291709,0.832315613,1,0.02908988,FALSE
422,USU01 Comdty,0.066345284,0.783025772,0.060212024,0.027519701,0.118962119,0.041460989,0.052846137,1,0.792314699,FALSE
423,USZ01 Comdty,1,0.0863887,0.003866121,0.06154101,0.172608678,0.841137764,0.023000106,0.151451779,0.186953329,FALSE
424,USH02 Comdty,1,1,0.004427992,1,0.556923911,0.098568546,1,0.78086374,1,FALSE
425,USM02 Comdty,0.645197847,0.058215962,0.150389181,0.121998075,0.11962664,0.015507679,0.158995938,0.079611474,0.795823692,TRUE
426,USU02 Comdty,0.160313885,1,1,0.051323591,0.713902471,0.938590559,0.08858706,0.08616301,0.03928389,FALSE
427,USZ02 Comdty,1,0.152837452,0.082238754,1,0.009685683,0.110082151,1,0.120889738,0.000870142,FALSE
428,USH03 Comdty,1,0.864744387,0.078702493,0.006157374,0.027308704,0.064758686,1,0.822293802,1,TRUE
429,USM03 Comdty,0.180802374,0.169858514,0.175912154,0.86645072,0.177512649,0.872952572,0.001839455,0.789643337,0.050118497,FALSE
430,USU03 Comdty,0.198568742,1,0.134784472,1,0.198002981,0.055394069,0.776030932,0.188865601,0.72191626,FALSE
431,USZ03 Comdty,0.089568794,1,0.105166858,1,0.041470265,0.049651508,0.130980168,0.034993081,0.716857065,TRUE
432,USH04 Comdty,0.025342478,0.074350451,1,0.749322221,0.689901089,1,0.188820278,0.827935879,0.766788629,FALSE
433,USM04 Comdty,1,1,0.010380575,0.160712633,0.688312966,0.120538533,0.901585931,1,1,TRUE
434,USU04 Comdty,0.117687951,0.93055894,1,0.106220382,0.151028586,0.066299889,0.050693143,0.105725309,0.092303224,FALSE
435,USZ04 Comdty,0.01872292,1,1,0.046236479,1,1,0.033286027,0.143330047,0.046290167,FALSE
436,USH05 Comdty,0.182525279,0.188187715,0.010403878,0.689822887,0.190781927,1,0.556319856,0.072016576,1,FALSE
437,USM05 Comdty,0.159347033,0.987850136,1,0.801651435,1,0.048070614,1,0.023974974,1,TRUE
438,USU05 Comdty,0.180613008,1,0.142235709,0.160081402,0.187110674,0.032411451,0.117980793,0.905309977,1,FALSE
439,USZ05 Comdty,0.85819121,0.993610669,0.942719462,1,0.893021743,0.088538915,1,0.980261363,1,TRUE
440,USH06 Comdty,0.070439008,0.952344927,0.783626485,0.04689737,0.052205874,0.187593264,0.178288821,0.164680229,0.082986202,TRUE
441,USM06 Comdty,1,0.194501514,1,0.115285976,0.088692101,0.058534467,1,0.050464393,0.050499269,FALSE
442,USU06 Comdty,0.044726434,1,0.002332153,1,0.144615722,0.140811366,1,1,0.83516494,TRUE
443,USZ06 Comdty,0.196672562,0.8668628,0.122079854,0.096299421,0.091292274,0.144690369,0.03828652,0.016489251,0.8285871,FALSE
444,USH07 Comdty,1,0.584459116,0.042227301,0.857209519,0.156575972,1,0.012495373,0.19253558,0.045912973,FALSE
445,USM07 Comdty,0.798228211,0.061848371,0.015794771,0.933118795,0.062222941,0.131917262,1,1,0.083260911,FALSE
446,USU07 Comdty,0.139569279,1,0.038904455,0.989777628,1,1,1,0.016833832,0.60324953,TRUE
447,USZ07 Comdty,1,1,1,1,0.971295071,0.145951911,1,1,0.760639124,FALSE
448,USH08 Comdty,1,0.02183279,1,1,0.144767853,0.192155487,1,0.141225704,0.149812782,FALSE
449,USM08 Comdty,0.0438447,0.911865494,0.061832031,0.825004613,0.165680388,0.170086803,0.169235006,0.165660994,0.884662434,TRUE
450,USU08 Comdty,1,0.123403184,0.183021966,1,0.914118803,1,0.114120666,0.873437625,1,TRUE
451,USZ08 Comdty,0.765237776,0.022472394,0.166216089,0.950632864,0.023556597,1,0.041738522,0.736331335,0.138639281,TRUE
452,USH09 Comdty,0.679984483,1,0.883096524,0.598515383,0.055008526,0.08100937,0.550290151,0.055465813,0.55246968,FALSE
